User_id,หมายเลขการทำรายการ,date-time,sevirity,true_label_7_day,predicted_label_7_day,accuracy_7_day,true_label_14_day,predicted_label_14_day,accuracy_14_day,true_label_outbreak,predicted_label_outbreak,accuracy_outbreak
222,-,12/19/2024,0,0,0,0.8666666666666667,0,0,0.8962962962962963,0,0,0.7407407407407407
222,-,12/20/2024,0,0,0,0.8676470588235294,0,0,0.8970588235294118,0,0,0.7426470588235294
222,-,12/21/2024,0,0,0,0.8686131386861314,0,0,0.8978102189781022,0,0,0.7445255474452555
222,-,12/22/2024,0,0,0,0.8695652173913043,0,0,0.8985507246376812,0,0,0.7463768115942029
222,-,12/23/2024,0,0,0,0.8705035971223022,0,0,0.8992805755395683,0,0,0.7482014388489209
222,-,12/24/2024,0,0,0,0.8714285714285714,0,0,0.9,0,0,0.75
222,-,12/25/2024,0,0,0,0.8723404255319149,0,0,0.9007092199,0,0,0.7517730496
222,-,12/26/2024,0,0,0,0.8732394366197183,0,0,0.9014084507042254,0,0,0.7535211267605634
222,-,12/27/2024,0,0,0,0.8741258741258742,0,0,0.9020979020979021,0,0,0.7552447552447552
222,-,12/28/2024,0,0,0,0.875,0,0,0.9027777777777778,0,0,0.7569444444444444
222,-,12/29/2024,0,0,0,0.8758620689655172,0,0,0.9034482759,0,0,0.7586206896551724
222,-,12/30/2024,0,0,0,0.8767123287671232,0,0,0.9041095890410958,0,0,0.7602739726027398
