User_id,หมายเลขการทำรายการ,date-time,sevirity,true_label_7_day,predicted_label_7_day,accuracy_7_day,true_label_14_day,predicted_label_14_day,accuracy_14_day,true_label_outbreak,predicted_label_outbreak,accuracy_outbreak
222,-,8/7/2024,3,3,3,1,2,3,0,1,1,1
222,-,8/8/2024,3,3,3,1,2,3,0,2,1,0.5
222,-,8/9/2024,3,3,3,1,3,3,0.3333333333333333,1,0,0.3333333333333333
222,-,8/10/2024,3,3,3,1,3,3,0.5,1,0,0.25
222,-,8/11/2024,3,3,3,1,3,3,0.6,1,1,0.4
222,-,8/12/2024,3,3,3,1,3,3,0.6666666666666666,2,2,0.5
222,-,8/13/2024,0,2,0,0.8571428571428571,3,0,0.5714285714285714,2,2,0.5714285714285714
222,-,8/14/2024,1,2,2,0.875,3,3,0.625,1,1,0.625
222,-,8/15/2024,1,2,2,0.8888888888888888,3,3,0.6666666666666666,2,1,0.5555555555555556
222,-,8/16/2024,1,3,2,0.8,3,3,0.7,2,1,0.5
222,-,8/17/2024,1,3,2,0.7272727272727273,3,3,0.7272727272727273,2,2,0.5454545454545454
222,-,8/18/2024,2,3,3,0.75,3,3,0.75,2,2,0.5833333333333334
222,-,8/19/2024,2,3,3,0.7692307692307693,3,3,0.7692307692307693,2,2,0.6153846153846154
222,-,8/20/2024,2,3,3,0.7857142857142857,3,3,0.7857142857142857,2,2,0.6428571428571429
222,-,8/21/2024,2,3,3,0.8,3,3,0.8,2,2,0.6666666666666666
222,-,8/22/2024,2,3,3,0.8125,3,3,0.8125,2,1,0.625
222,-,8/23/2024,3,3,3,0.8235294117647058,3,3,0.8235294117647058,2,2,0.6470588235294118
222,-,8/24/2024,3,3,3,0.8333333333333334,3,3,0.8333333333333334,2,1,0.6111111111111112
222,-,8/25/2024,3,3,3,0.8421052631578947,3,3,0.8421052631578947,2,2,0.6315789474
222,-,8/26/2024,3,3,3,0.85,3,3,0.85,2,2,0.65
222,-,8/27/2024,3,3,3,0.8571428571428571,3,3,0.8571428571428571,2,2,0.6666666666666666
222,-,8/28/2024,3,3,3,0.8636363636363636,3,3,0.8636363636363636,2,2,0.6818181818181818
222,-,8/29/2024,1,2,2,0.8695652173913043,3,3,0.8695652173913043,2,1,0.6521739130434783
222,-,8/30/2024,1,2,2,0.875,3,3,0.875,1,1,0.6666666666666666
222,-,8/31/2024,1,3,2,0.84,3,3,0.88,2,2,0.68
222,-,9/1/2024,1,3,2,0.8076923076923077,3,3,0.8846153846153846,1,1,0.6923076923076923
222,-,9/2/2024,2,3,3,0.8148148148148148,3,3,0.8888888888888888,2,1,0.6666666666666666
222,-,9/3/2024,2,3,3,0.8214285714285714,3,3,0.8928571428571429,2,1,0.6428571428571429
222,-,9/4/2024,2,3,3,0.8275862068965517,3,3,0.8965517241,2,2,0.6551724137931034
222,-,9/5/2024,2,3,3,0.8333333333333334,3,3,0.9,1,1,0.6666666666666666
222,-,9/6/2024,2,3,3,0.8387096774193549,3,3,0.9032258064516129,1,1,0.6774193548387096
222,-,9/7/2024,3,3,3,0.84375,3,3,0.90625,2,0,0.65625
222,-,9/8/2024,3,3,3,0.8484848484848485,3,3,0.9090909090909091,1,0,0.6363636363636364
222,-,9/9/2024,3,3,3,0.8529411764705882,3,3,0.9117647058823529,2,1,0.6176470588235294
222,-,9/10/2024,3,3,3,0.8571428571428571,3,3,0.9142857142857143,2,2,0.6285714285714286
222,-,9/11/2024,3,3,3,0.8611111111111112,3,3,0.9166666666666666,2,2,0.6388888888888888
222,-,9/12/2024,3,3,3,0.8648648648648649,3,3,0.9189189189,2,2,0.6486486486486487
222,-,9/13/2024,1,2,2,0.8684210526,3,3,0.9210526315789473,2,2,0.6578947368421053
222,-,9/14/2024,1,2,2,0.8717948717948718,3,3,0.9230769230769231,2,2,0.6666666666666666
222,-,9/15/2024,1,3,2,0.85,3,3,0.925,2,1,0.65
222,-,9/16/2024,1,3,2,0.8292682926829268,3,3,0.9268292683,2,1,0.6341463414634146
222,-,9/17/2024,2,3,3,0.8333333333333334,3,3,0.9285714285714286,2,1,0.6190476190476191
222,-,9/18/2024,2,3,3,0.8372093023255814,3,3,0.9302325581395349,1,2,0.6046511627906976
222,-,9/19/2024,2,3,3,0.8409090909090909,3,3,0.9318181818181818,1,1,0.6136363636363636
222,-,9/20/2024,2,3,3,0.8444444444444444,3,3,0.9333333333333333,2,2,0.6222222222222222
222,-,9/21/2024,2,3,3,0.8478260869565217,3,3,0.9347826086956522,1,2,0.6086956521739131
222,-,9/22/2024,3,3,3,0.8510638298,3,3,0.9361702127659575,2,2,0.6170212765957447
222,-,9/23/2024,3,3,3,0.8541666666666666,3,3,0.9375,1,1,0.625
222,-,9/24/2024,3,3,3,0.8571428571428571,3,3,0.9387755102040817,2,1,0.6122448979591837
222,-,9/25/2024,3,3,3,0.86,3,3,0.94,2,2,0.62
222,-,9/26/2024,3,3,3,0.8627450980392157,3,3,0.9411764705882353,2,2,0.6274509803921569
222,-,9/27/2024,3,3,3,0.8653846153846154,3,3,0.9423076923076923,1,1,0.6346153846153846
222,-,9/28/2024,1,2,2,0.8679245283018868,3,3,0.9433962264150944,1,1,0.6415094339622641
222,-,9/29/2024,1,2,2,0.8703703703703703,3,3,0.9444444444444444,2,1,0.6296296296296297
222,-,9/30/2024,1,3,2,0.8545454545454545,3,3,0.9454545454545454,2,1,0.6181818181818182
222,-,10/1/2024,1,3,2,0.8392857142857143,3,3,0.9464285714285714,1,2,0.6071428571428571
222,-,10/2/2024,2,3,3,0.8421052631578947,3,3,0.9473684210526315,0,2,0.5964912280701754
222,-,10/3/2024,2,3,3,0.8448275862068966,3,3,0.9482758620689655,0,1,0.5862068965517241
222,-,10/4/2024,2,3,3,0.8474576271,3,3,0.9491525423728814,0,1,0.5762711864
222,-,10/5/2024,2,3,3,0.85,3,3,0.95,0,0,0.5833333333333334
222,-,10/6/2024,2,3,3,0.8524590163934426,3,3,0.9508196721311475,0,1,0.5737704918032787
222,-,10/7/2024,3,3,3,0.8548387096774194,3,3,0.9516129032258065,0,0,0.5806451612903226
222,-,10/8/2024,3,3,3,0.8571428571428571,3,3,0.9523809523809523,0,0,0.5873015873015873
222,-,10/9/2024,3,3,3,0.859375,3,3,0.953125,0,0,0.59375
222,-,10/10/2024,3,3,3,0.8615384615384616,3,3,0.9538461538461539,0,0,0.6
222,-,10/11/2024,3,3,3,0.8636363636363636,3,3,0.9545454545454546,0,0,0.6060606060606061
222,-,10/12/2024,3,3,3,0.8656716417910447,3,3,0.9552238805970149,0,0,0.6119402985074627
222,-,10/13/2024,0,0,0,0.8676470588235294,0,0,0.9558823529411765,0,0,0.6176470588235294
222,-,10/14/2024,0,0,0,0.8695652173913043,1,0,0.9420289855072463,0,0,0.6231884057971014
222,-,10/15/2024,0,0,0,0.8714285714285714,2,0,0.9285714285714286,0,0,0.6285714285714286
222,-,10/16/2024,0,0,0,0.8732394366197183,2,0,0.9154929577464789,0,0,0.6338028169014085
222,-,10/17/2024,0,0,0,0.875,2,0,0.9027777777777778,0,1,0.625
222,-,10/18/2024,0,1,0,0.8630136986,2,0,0.8904109589041096,0,1,0.6164383561643836
222,-,10/19/2024,0,1,0,0.8513513513513513,2,0,0.8783783783783784,0,1,0.6081081081081081
222,-,10/20/2024,0,1,0,0.84,3,0,0.8666666666666667,0,0,0.6133333333333333
222,-,10/21/2024,0,1,0,0.8289473684210527,3,0,0.8552631578947368,0,0,0.6184210526
222,-,10/22/2024,0,2,0,0.8181818181818182,3,0,0.8441558441558441,0,0,0.6233766233766234
222,-,10/23/2024,0,2,0,0.8076923076923077,3,0,0.8333333333333334,0,0,0.6282051282051282
222,-,10/24/2024,0,2,0,0.7974683544303798,3,0,0.8227848101265823,0,0,0.6329113924050633
222,-,10/25/2024,1,2,2,0.8,3,3,0.825,1,0,0.625
222,-,10/26/2024,1,2,2,0.8024691358024691,3,3,0.8271604938271605,1,0,0.6172839506172839
222,-,10/27/2024,1,3,2,0.7926829268292683,3,3,0.8292682926829268,0,1,0.6097560975609756
222,-,10/28/2024,1,3,2,0.7831325301204819,3,3,0.8313253012048193,0,1,0.6024096385542169
222,-,10/29/2024,2,3,3,0.7857142857142857,3,3,0.8333333333333334,0,0,0.6071428571428571
222,-,10/30/2024,2,3,3,0.7882352941,3,3,0.8352941176470589,0,0,0.6117647059
222,-,10/31/2024,2,3,3,0.7906976744186046,3,3,0.8372093023255814,0,0,0.6162790697674418
222,-,11/1/2024,2,3,3,0.7931034482758621,3,3,0.8390804597701149,0,0,0.6206896551724138
222,-,11/2/2024,2,3,3,0.7954545454545454,3,3,0.8409090909090909,0,0,0.625
222,-,11/3/2024,3,3,3,0.797752809,3,3,0.8426966292134831,0,0,0.6292134831460674
222,-,11/4/2024,3,3,3,0.8,3,3,0.8444444444444444,0,1,0.6222222222222222
222,-,11/5/2024,3,3,3,0.8021978021978022,3,3,0.8461538461538461,0,0,0.6263736263736264
222,-,11/6/2024,3,3,3,0.8043478260869565,3,3,0.8478260869565217,0,0,0.6304347826086957
222,-,11/7/2024,3,3,3,0.8064516129032258,3,3,0.8494623655913979,0,0,0.6344086021505376
222,-,11/8/2024,3,3,3,0.8085106382978723,3,3,0.8510638298,0,0,0.6382978723404256
222,-,11/9/2024,0,0,0,0.8105263157894737,0,0,0.8526315789473684,0,0,0.6421052631578947
222,-,11/10/2024,0,0,0,0.8125,0,0,0.8541666666666666,0,0,0.6458333333333334
222,-,11/11/2024,0,0,0,0.8144329896907216,0,0,0.8556701030927835,0,0,0.6494845360824743
222,-,11/12/2024,0,0,0,0.8163265306122449,0,0,0.8571428571428571,0,0,0.6530612244897959
222,-,11/13/2024,0,0,0,0.8181818181818182,0,0,0.8585858585858586,0,0,0.6565656565656566
222,-,11/14/2024,0,0,0,0.82,0,0,0.86,0,0,0.66
222,-,11/15/2024,0,0,0,0.8217821782178217,0,0,0.8613861386138614,0,0,0.6633663366336634
222,-,11/16/2024,0,0,0,0.8235294117647058,0,0,0.8627450980392157,0,0,0.6666666666666666
222,-,11/17/2024,0,0,0,0.8252427184466019,0,0,0.8640776699029126,0,0,0.6699029126213593
222,-,11/18/2024,0,0,0,0.8269230769230769,0,0,0.8653846153846154,0,0,0.6730769230769231
222,-,11/19/2024,0,0,0,0.8285714285714286,0,0,0.8666666666666667,0,0,0.6761904761904762
222,-,11/20/2024,0,0,0,0.8301886792452831,0,0,0.8679245283018868,0,0,0.6792452830188679
222,-,11/21/2024,0,0,0,0.8317757009345794,0,0,0.8691588785046729,0,0,0.6822429906542056
222,-,11/22/2024,0,0,0,0.8333333333333334,0,0,0.8703703703703703,0,0,0.6851851851851852
222,-,11/23/2024,0,0,0,0.8348623853211009,0,0,0.8715596330275229,0,0,0.6880733944954128
222,-,11/24/2024,0,0,0,0.8363636363636363,0,0,0.8727272727272727,0,0,0.6909090909090909
222,-,11/25/2024,0,0,0,0.8378378378378378,0,0,0.8738738738738738,0,0,0.6936936936936937
222,-,11/26/2024,0,0,0,0.8392857142857143,0,0,0.875,0,0,0.6964285714285714
222,-,11/27/2024,0,0,0,0.8407079646017699,0,0,0.8761061946902655,0,0,0.6991150442477876
222,-,11/28/2024,0,0,0,0.8421052631578947,0,0,0.8771929824561403,0,0,0.7017543859649122
222,-,11/29/2024,0,0,0,0.8434782608695652,0,0,0.8782608695652174,0,0,0.7043478260869566
222,-,11/30/2024,0,0,0,0.8448275862068966,0,0,0.8793103448275862,1,0,0.6982758620689655
222,-,12/1/2024,0,0,0,0.8461538461538461,0,0,0.8803418803418803,0,0,0.7008547008547008
222,-,12/2/2024,0,0,0,0.8474576271,0,0,0.8813559322033898,0,0,0.7033898305084746
222,-,12/3/2024,0,0,0,0.8487394957983193,0,0,0.8823529411764706,0,0,0.7058823529411765
222,-,12/4/2024,0,0,0,0.85,0,0,0.8833333333333333,0,0,0.7083333333333334
222,-,12/5/2024,0,0,0,0.8512396694214877,0,0,0.8842975206611571,0,0,0.7107438016528925
222,-,12/6/2024,0,0,0,0.8524590163934426,0,0,0.8852459016393442,0,0,0.7131147540983607
222,-,12/7/2024,0,0,0,0.8536585365853658,0,0,0.8861788617886179,0,0,0.7154471544715447
222,-,12/8/2024,0,0,0,0.8548387096774194,0,0,0.8870967741935484,0,0,0.7177419355
222,-,12/9/2024,0,0,0,0.856,0,0,0.888,0,0,0.72
222,-,12/10/2024,0,0,0,0.8571428571428571,0,0,0.8888888888888888,0,0,0.7222222222222222
222,-,12/11/2024,0,0,0,0.8582677165354331,0,0,0.8897637795,0,0,0.7244094488188977
222,-,12/12/2024,0,0,0,0.859375,0,0,0.890625,0,0,0.7265625
222,-,12/13/2024,0,0,0,0.8604651162790697,0,0,0.8914728682170543,0,0,0.7286821705426356
222,-,12/14/2024,0,0,0,0.8615384615384616,0,0,0.8923076923076924,0,0,0.7307692307692307
222,-,12/15/2024,0,0,0,0.8625954198473282,0,0,0.8931297709923665,0,0,0.7328244275
222,-,12/16/2024,0,0,0,0.8636363636363636,0,0,0.8939393939393939,0,0,0.7348484848484849
222,-,12/17/2024,0,0,0,0.8646616541353384,0,0,0.8947368421052632,0,0,0.7368421052631579
222,-,12/18/2024,0,0,0,0.8656716417910447,0,0,0.8955223880597015,0,0,0.7388059701492538
